asin,average,rating_count,text_reviews_count,genres,rank,verifiedTrue_count,Format,am_countText_before,am_countText_after
0060157399,4.1,105,105, Literature & Fiction,542072,71," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",8020,3789
0060164190,4.44,34,34,"Art & Photography, History & Criticism",731109,17," Kindle Edition,  Paperback,  Hardcover",5117,2472
0060161728,4.56,291,291," Business & Money, Biography & History",1372869,191," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",28941,14450
006016493X,4.29,24,24," Politics & Social Sciences, Politics & Government",790476,17," Paperback,  Hardcover",1110,511
0060161922,4.64,28,28," Politics & Social Sciences, Social Sciences",872078,21," Paperback,  Hardcover",2390,1209
0060125632,4.3,342,342," Literature & Fiction, Contemporary",699031,199," School & Library Binding,  Kindle Edition,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",46973,22976
0060166037,4.67,30,30," Science & Math, Biological Sciences",1748417,22," Paperback,  Hardcover",3356,1693
0060158719,4.0,15,15, Medical Books,992512,11," Paperback,  Hardcover",1186,589
0060154691,3.66,44,44," Literature & Fiction, Fiction",5817645,13," Audible Audiobook,  Paperback,  Hardcover",6279,2860
0060160705,3.28,18,18," Mystery, Thriller & Suspense, Thrillers & Suspense",2560757,6," Paperback,  Hardcover",2119,989
0060166053,4.33,18,18," Politics & Social Sciences, Politics & Government",261570,14," Paperback,  Hardcover",663,319
0060161566,4.19,170,170," Reference, Writing, Research & Publishing Guides",178188,115," Kindle Edition,  MP3 CD,  Paperback,  Hardcover",17082,7912
0060151013,4.62,13,13," History, World",6540474,12," Unknown Binding,  Kindle Edition,  Paperback,  Hardcover",463,241
0060167033,4.12,144,144," Literature & Fiction, Fiction",451040,69," Kindle Edition,  Paperback,  Hardcover",18684,8808
0060165359,4.29,14,14," Cookbooks, Food & Wine, Cooking by Ingredient",568651,11," Paperback,  Hardcover",496,224
0060165529,4.52,42,42," Literature & Fiction, United States",785547,19," Kindle Edition,  Paperback,  Hardcover",4346,1970
0060164662,4.83,30,30," Lesbian, Gay, Bisexual & Transgender Books, Literature & Fiction",1006669,8, Hardcover,3317,1531
0060168196,4.57,49,49," Cookbooks, Food & Wine, Baking",415899,23, Hardcover,4516,2091
0060163119,4.43,21,21," Cookbooks, Food & Wine, Quick & Easy",380554,14," Kindle Edition,  Paperback,  Hardcover,  Spiral-bound",1135,539
0060160713,4.64,53,53," Politics & Social Sciences, Social Sciences",1935750,34," Hardcover,  Paperback,  Library Binding,  Audio Cassette",5600,2684
0060165693,4.05,222,222," Biographies & Memoirs, True Crime",2572671,197," Kindle Edition,  Paperback,  Hardcover",13330,6135
0060163976,3.69,32,32," Literature & Fiction, United States",3182884,5," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",5454,2534
0060168013,4.24,453,453," Literature & Fiction, United States",482141,311," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",37497,17915
0060168714,4.31,780,780," Mystery, Thriller & Suspense, Mystery",535737,652," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",40986,19921
0060160500,3.58,96,96," Biographies & Memoirs, Professionals & Academics",543428,23," Kindle Edition,  Paperback,  Hardcover,  Audio CD",24779,12125
0060103590,4.41,32,32," Mystery, Thriller & Suspense, Thrillers & Suspense",2966589,18," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",4913,2331
0060158654,4.64,28,28," Cookbooks, Food & Wine, Cooking by Ingredient",248010,18," Plastic Comb,  Ring-bound,  Hardcover,  Paperback",2388,1085
0060129530,4.21,14,14, Biographies & Memoirs,1652375,9, Hardcover,2213,1085
0060167181,4.78,125,125," Literature & Fiction, Action & Adventure",343574,87," Paperback,  Hardcover",6930,3320
0060168706,4.04,51,51, Literature & Fiction,902785,33," Kindle Edition,  Paperback,  Hardcover",7480,3633
0060165170,4.54,26,26," Literature & Fiction, Essays & Correspondence",262011,23," Kindle Edition,  Paperback,  Hardcover",1174,549
0060160799,3.0,12,12," Literature & Fiction, United States",2150242,3," Paperback,  Hardcover",1184,527
0060168862,3.29,24,24," Travel, Europe",3998404,12," Paperback,  Hardcover",4350,2073
0060163178,4.12,34,34," Cookbooks, Food & Wine, Regional & International",1119193,19," Kindle Edition,  Paperback,  Hardcover",3189,1562
0060159235,5.0,13,13," History, Americas",1343923,9, Hardcover,1378,612
0060166932,3.53,202,202," Literature & Fiction, Fiction",706596,51," School & Library Binding,  Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",33836,15622
0060115459,4.75,475,475," Teen & Young Adult, Literature & Fiction",49070,350," School & Library Binding,  Kindle Edition,  Library Binding,  Audio Cassette,  Leather Bound,  Audio CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",25283,11736
0060159081,3.86,80,80," Humor & Entertainment, Movies",1825583,28," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",12420,5894
0060171626,4.41,32,32," Self-Help, Relationships",596807,21," Unknown Binding,  Paperback,  Hardcover,  Audio Cassette",2597,1204
0060168625,4.85,13,13,"Art & Photography, Music",546645,6," Kindle Edition,  Paperback,  Hardcover",1213,556
0060169419,4.89,27,27," Biographies & Memoirs, Leaders & Notable People",533805,19," Paperback,  Hardcover",1784,873
006014789X,4.55,29,28," Science Fiction & Fantasy, Science Fiction",387153,6," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",4104,1965
0060165073,4.52,102,102," Business & Money, Management & Leadership",684031,77," Audible Audiobook,  Kindle Edition,  Paperback,  Hardcover",8884,4245
0060161620,4.93,15,15," Literature & Fiction, United States",2239140,2," Paperback,  Hardcover",2974,1380
0060163844,4.79,19,19," Literature & Fiction, Short Stories & Anthologies",876796,12," Paperback,  Hardcover",1961,955
0060168609,4.04,136,136," Literature & Fiction, Contemporary",636736,70," Kindle Edition,  Audio Cassette,  Paperback,  Audible Audiobook,  Hardcover",22041,10807
0060172665,3.81,16,16," Cookbooks, Food & Wine, Kitchen Appliances",1467821,6," Hardcover,  Spiral-bound",1083,512
0060171324,4.59,17,17," Self-Help, Relationships",1237747,11," Paperback,  Hardcover",2075,904
0060166029,4.61,23,23," Biographies & Memoirs, Professionals & Academics",234480,11," Paperback,  Hardcover",5051,2378
0060171472,4.55,62,62," Cookbooks, Food & Wine, Regional & International",26555,38," Kindle Edition,  Cards,  Hardcover",4109,1991
006017143X,4.12,149,149," Lesbian, Gay, Bisexual & Transgender Books, Literature & Fiction",613382,44," Kindle Edition,  Paperback,  Hardcover,  Audio CD",24471,11645
0060166983,4.62,16,16," History, Americas",907763,11," Paperback,  Hardcover",2320,1250
0060172789,4.39,33,33," Literature & Fiction, Fiction",2818673,8," Mass Market Paperback,  School & Library Binding,  Hardcover",4391,1975
0060166495,4.29,31,31," Lesbian, Gay, Bisexual & Transgender Books, Literature & Fiction",1178192,18," Kindle Edition,  Paperback,  Hardcover",2551,1143
0060167068,4.39,51,51," History, Americas",500542,33," Kindle Edition,  Paperback,  Hardcover",6161,3013
0060171332,4.16,110,110," Business & Money, Small Business & Entrepreneurship",433861,85," Kindle Edition,  Paperback,  Hardcover",9953,4785
006016641X,3.89,75,75," Christian Books & Bibles, Bible Study & Reference",442222,50," Kindle Edition,  Paperback,  Hardcover",9785,4717
0060159790,4.23,102,102," Literature & Fiction, United States",1658442,68," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",9466,4549
0060172231,4.27,11,11," Religion & Spirituality, Religious Studies",2009818,6," Paperback,  Hardcover",1421,699
0060172916,4.42,67,67," Literature & Fiction, Essays & Correspondence",385172,30," Kindle Edition,  Paperback,  Hardcover",7194,3469
0060165901,4.36,42,42," Engineering & Transportation, Engineering",907078,33," Kindle Edition,  Paperback,  Hardcover",4291,2064
0060174951,3.45,20,20," Biographies & Memoirs, Leaders & Notable People",4237233,4," Kindle Edition,  Paperback,  Hardcover",3837,1915
0060168641,4.5,14,14," Science & Math, Astronomy & Space Science",541554,5," Paperback,  Hardcover",1703,803
0060172193,4.48,31,31," Religion & Spirituality, Religious Studies",560508,21," Paperback,  Hardcover",1916,918
0060163216,4.66,59,59," Sports & Outdoors, Biographies",691951,33," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",6283,3075
0060164735,4.59,34,34," History, Americas",2462524,12," Paperback,  Hardcover",4750,2290
0060172363,4.28,144,144," Self-Help, Relationships",1627827,85," Kindle Edition,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",13313,5615
0060172185,4.02,124,124," Biographies & Memoirs, Historical",568099,110," Kindle Edition,  Hardcover",6295,2986
006017322X,4.72,9659,9651," Mystery, Thriller & Suspense, Thrillers & Suspense",1540533,7283," School & Library Binding,  Kindle Edition,  Accessory,  Library Binding,  Audio Cassette,  Leather Bound,  Kindle Edition with Audio/Video,  Audio CD,  Paperback,  Board book,  Mass Market Paperback,  Bonded Leather,  Audible Audiobook,  Hardcover",558692,263843
006016574X,4.39,36,36," History, World",666881,21," Kindle Edition,  Paperback,  Hardcover",4014,2011
0060151595,4.62,13,13," History, World",1214882,11," MP3 CD,  Paperback,  Hardcover,  Audio CD",448,211
0060172096,4.4,25,25," Medical Books, Psychology",689523,13," Audible Audiobook,  Paperback,  Hardcover,  Audio Cassette",1836,938
0060169877,4.52,25,25," Literature & Fiction, Poetry",1203538,21," Paperback,  Hardcover",633,321
0060172142,2.91,100,100," Biographies & Memoirs, Historical",527615,12," Kindle Edition,  Paperback,  Hardcover",21942,10678
0060173793,3.8,20,20," Literature & Fiction, United States",6400079,17," Kindle Edition,  Paperback,  Hardcover",2136,950
0060163704,4.59,128,128," Mystery, Thriller & Suspense, Mystery",564269,92," Kindle Edition,  Audio Cassette,  Unknown Binding,  Paperback,  Mass Market Paperback,  Hardcover",8488,4280
0060172509,4.19,67,67," Literature & Fiction, Fiction",2878283,23," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",8305,3799
0060168153,4.71,35,35," History, Americas",2299124,26," Kindle Edition,  Paperback,  Hardcover",3838,1886
0060175427,4.4,72,72," Mystery, Thriller & Suspense, Mystery",2054437,55," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",2574,1224
0060170131,4.32,34,34," Cookbooks, Food & Wine, Cooking Education & Reference",395760,21," Kindle Edition,  Paperback,  Hardcover",2414,1144
0060175699,4.39,18,18, Literature & Fiction,3160386,4," Paperback,  Hardcover",3950,1946
0060164786,5.0,18,18," Mystery, Thriller & Suspense, Mystery",992105,14, Hardcover,1345,642
0060173963,4.08,12,12," Literature & Fiction, Short Stories & Anthologies",2545445,2," Paperback,  Hardcover",1935,962
0060175818,4.31,181,181," Literature & Fiction, Action & Adventure",271472,103," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",13408,6729
0060176377,4.41,92,92," Mystery, Thriller & Suspense, Mystery",1836811,79," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",3133,1487
0060173858,4.48,178,178," Literature & Fiction, Fiction",1504156,111," Kindle Edition,  Library Binding,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",9983,4740
0060175761,4.47,17,17," Business & Money, Personal Finance",1485495,11," Paperback,  Hardcover,  Audio Cassette",1214,572
0060175435,4.65,17,17," Literature & Fiction, Womens Fiction",937764,12," Mass Market Paperback,  Hardcover",1053,493
0060174900,4.36,1384,1383," New, Used & Rental Textbooks, Humanities",196907,804," Kindle Edition,  Library Binding,  Audio Cassette,  Unknown Binding,  Leather Bound,  Audio CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",142445,66655
0060164549,4.5,16,16," History, Americas",569144,7," Kindle Edition,  Paperback,  Hardcover",4259,2082
0060155892,4.81,16,16," Business & Money, Skills",1109115,12," Paperback,  Hardcover",1445,682
0060175605,4.51,39,39," Religion & Spirituality, Worship & Devotion",633490,22," Paperback,  Hardcover",2974,1362
0060175834,4.42,33,33," Cookbooks, Food & Wine, Regional & International",41626,25," Kindle Edition,  Hardcover",2860,1378
0060171847,4.74,19,19," Cookbooks, Food & Wine, Regional & International",611926,14, Hardcover,1073,533
0060177586,4.39,18,18," Biographies & Memoirs, Leaders & Notable People",284582,5," Paperback,  Hardcover",4701,2217
0060176776,4.36,96,96," Literature & Fiction, Fiction",1052485,56," Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",8446,4270
0060171316,4.14,35,35," Literature & Fiction, United States",1288660,17," Paperback,  Hardcover",4718,2329
0060173203,4.41,236,235," Health, Fitness & Dieting, Mental Health",688378,150," Audio CD,  Paperback,  Hardcover,  Audio Cassette",20308,9010
0060174471,4.46,164,163," Science & Math, Biological Sciences",172930,120," Kindle Edition,  Paperback,  Hardcover",13275,6303
0060173378,2.68,22,22," Biographies & Memoirs,Art & Literature",2751916,6," Kindle Edition,  Paperback,  Hardcover",4239,1970
0060176563,3.95,19,19," Biographies & Memoirs,Art & Literature",2255529,5," Kindle Edition,  Paperback,  Hardcover",2432,1142
0060176342,4.45,115,115," Literature & Fiction, Fiction",563524,98," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",6359,3246
0060176679,4.36,142,142," Mystery, Thriller & Suspense, Mystery",1274618,106," Kindle Edition,  MP3 CD,  Paperback,  Mass Market Paperback,  Hardcover",4556,2220
0060174099,2.4,42,42," New, Used & Rental Textbooks, Humanities",2332587,6," Kindle Edition,  Paperback,  Hardcover",9058,4504
0060175311,3.99,277,277," Literature & Fiction, Fiction",231085,203," Kindle Edition,  Library Binding,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",18869,8983
0060177160,3.85,150,150," Literature & Fiction, Fiction",162872,55," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",22622,10469
0060175869,4.28,218,218," New, Used & Rental Textbooks, Humanities",1172623,89," Library Binding,  MP3 CD,  Paperback,  Hardcover",49753,24155
0060165057,4.5,18,18, Biographies & Memoirs,1111234,16," Paperback,  Hardcover",828,393
0060179597,4.57,14,14," Biographies & Memoirs, True Crime",2171874,9," Mass Market Paperback,  Hardcover",825,392
0060176547,3.62,60,60," Literature & Fiction, Fiction",4400494,10," Kindle Edition,  Audio Cassette,  Unknown Binding,  Mass Market Paperback,  Hardcover",8445,3906
0060176083,2.71,14,14," Literature & Fiction, United States",1990405,0," Mass Market Paperback,  Paperback,  Hardcover,  Audio Cassette",2932,1345
0060175532,3.76,58,58," Literature & Fiction, United States",2842404,16," Mass Market Paperback,  Kindle Edition,  Hardcover",6767,3142
0060176385,4.74,61,61," Mystery, Thriller & Suspense, Mystery",1644382,51," Mass Market Paperback,  Kindle Edition,  Hardcover",1744,840
006017773X,4.59,137,137," Mystery, Thriller & Suspense, Mystery",562577,88," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",8861,4539
0060171928,3.94,602,602," Literature & Fiction, Action & Adventure",312830,360," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",64823,29953
006017546X,4.62,32,32," Literature & Fiction, Fiction",2257563,18," Paperback,  Hardcover",3522,1746
0060176156,4.29,111,111," Literature & Fiction, Womens Fiction",1216429,68," Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",6909,3163
006017630X,3.94,66,66," Mystery, Thriller & Suspense, Thrillers & Suspense",799231,56," Mass Market Paperback,  Kindle Edition,  Hardcover",3512,1715
0060178221,4.34,41,41," Literature & Fiction, United States",1935965,16," Mass Market Paperback,  Kindle Edition,  Hardcover",4193,1995
0060182172,4.18,110,110," Literature & Fiction, Fiction",2130254,47," Kindle Edition,  Paperback,  Hardcover",15650,7499
006017448X,3.82,11,11," Biographies & Memoirs, Historical",2898541,2, Hardcover,1989,899
0060175346,4.6,795,795," Self-Help, Relationships",653312,636," Kindle Edition,  Audio Cassette,  Paperback,  Audible Audiobook,  Hardcover",62774,28497
0060156317,3.79,24,24," New, Used & Rental Textbooks, Science & Mathematics",2374789,14," Paperback,  Hardcover",3668,1828
0060175931,4.18,171,171," Religion & Spirituality, Religious Studies",522662,54," Paperback,  Hardcover",57207,28209
0060179872,4.24,147,147,"Art & Photography, PerformingArt",1250278,99," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",12212,5671
0060175648,3.93,43,43," Literature & Fiction, Contemporary",2143837,7," Paperback,  Hardcover",7678,3513
0060182520,4.06,17,17," Medical Books, Medicine",605677,9, Hardcover,4666,2185
0060182156,4.69,29,29," Engineering & Transportation, Engineering",348462,20," Paperback,  Hardcover,  Audio Cassette",4510,2343
0060177888,4.42,12,12," Humor & Entertainment, Humor",309262,9," Paperback,  Hardcover",931,426
0060170514,4.27,99,99," Religion & Spirituality, Other Religions, Practices & Sacred Texts",201462,53," Paperback,  Hardcover",11920,5520
006017403X,2.89,18,18," Politics & Social Sciences, Social Sciences",2987208,2," Paperback,  Hardcover",3251,1627
0060175478,4.85,27,27," Mystery, Thriller & Suspense, Mystery",908817,15," Mass Market Paperback,  Hardcover",2029,915
0060179236,4.2,187,187," Mystery, Thriller & Suspense, Mystery",820087,152," Kindle Edition,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",8361,4055
006017997X,3.63,62,62," Biographies & Memoirs, Leaders & Notable People",1853301,49," Kindle Edition,  Paperback,  Hardcover",6069,2803
0060168617,4.63,35,35," Politics & Social Sciences, Social Sciences",1686258,26," Kindle Edition,  Paperback,  Hardcover",2124,1012
0060177128,4.34,65,65," Literature & Fiction, United States",770056,57," Kindle Edition,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",2754,1240
0060176075,3.87,15,15," Literature & Fiction, United States",2185725,2," Mass Market Paperback,  Paperback,  Hardcover",1823,876
0060170379,4.57,23,23," New, Used & Rental Textbooks, Humanities",994142,16," Paperback,  Hardcover",2527,1313
0060183527,3.78,214,214," Politics & Social Sciences, Social Sciences",922066,114," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",33199,15067
0060183683,4.39,316,316," Literature & Fiction, Contemporary",874128,219," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",12670,6161
0060175966,4.11,803,803," Biographies & Memoirs, Historical",142578,403," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",94763,45472
0060177233,3.72,18,18, Literature & Fiction,2952327,9," Mass Market Paperback,  Kindle Edition,  Hardcover",1170,533
0060179147,4.56,413,413," Literature & Fiction, Fiction",849944,344," Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",19898,9718
0060172754,4.37,191,191," Literature & Fiction, United States",693823,59," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",35502,16373
0060183691,4.37,284,284," Mystery, Thriller & Suspense, Mystery",914121,210," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",10921,5251
0060179341,4.03,79,79," Literature & Fiction, United States",1599431,55," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",5663,2684
0060184906,3.5,24,24," Literature & Fiction, Contemporary",4198582,6," Kindle Edition,  Paperback,  Hardcover",3517,1706
0060183136,4.04,53,53,"Art & Photography, Music",501868,28," Paperback,  Hardcover",8131,3833
0060184728,4.42,33,33," Cookbooks, Food & Wine, Regional & International",786693,17," Paperback,  Hardcover",3626,1733
0060183918,4.58,31,31," Health, Fitness & Dieting, Diets & Weight Loss",1510072,16," Paperback,  Hardcover,  Audio Cassette",4164,2034
0060184914,4.5,18,18," Literature & Fiction, Fiction",3788168,1," Paperback,  Hardcover",3247,1568
0060182229,4.38,47,47," Biographies & Memoirs, Leaders & Notable People",661784,24," Paperback,  Hardcover",4938,2473
006018308X,4.36,98,98,"Art & Photography, PerformingArt",598944,81," Paperback,  Hardcover",10202,4642
0060185058,4.44,18,18," Cookbooks, Food & Wine, Regional & International",1844155,13," Kindle Edition,  Hardcover",1884,930
0060182369,4.35,34,34," Literature & Fiction, Short Stories & Anthologies",2267472,13," Paperback,  Hardcover",3901,1892
0060177209,4.67,108,108," Biographies & Memoirs,Art & Literature",51801,86," Paperback,  Hardcover,  Audio Cassette",5568,2626
0060176997,4.68,59,59," Romance, Contemporary",1744792,36," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",1954,924
0060185163,4.3,192,192," Biographies & Memoirs, Historical",514415,119," Kindle Edition,  MP3 CD,  Paperback,  Hardcover",31680,15574
0060184701,3.86,36,36," Biographies & Memoirs, True Crime",908525,15," Kindle Edition,  Paperback,  Hardcover",6045,2896
0060175400,4.35,2492,2492," Literature & Fiction, Fiction",30584,1198," Kindle Edition,  Library Binding,  Audio Cassette,  MP3 CD,  Audio CD,  Perfect Paperback,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",291182,135307
0060182792,4.74,444,444," Religion & Spirituality, New Age & Spirituality",138086,383," Kindle Edition,  Paperback,  Hardcover",20121,9505
0060179694,3.94,98,98," Literature & Fiction, Fiction",1896956,88," Kindle Edition,  Paperback,  Hardcover",5066,2370
0060157119,4.89,167,167," Christian Books & Bibles, Catholicism",1116629,150," Kindle Edition,  Paperback,  Hardcover",5703,2691
006018390X,4.2,10,10," Mystery, Thriller & Suspense, Mystery",3993981,3," Mass Market Paperback,  Hardcover",1931,944
0060185708,3.13,175,175," Literature & Fiction, Fiction",1273147,87," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",18760,8409
0060182571,4.52,588,588," Science & Math, Biological Sciences",452794,402," School & Library Binding,  Kindle Edition,  Paperback,  Audible Audiobook,  Hardcover",33836,15435
0060186399,4.35,110,110," Medical Books, Medicine",424645,59," Kindle Edition,  Audio CD,  Paperback,  Hardcover",22178,10666
0060175702,3.67,15,15," Literature & Fiction, United States",3822221,4," Paperback,  Hardcover",1694,794
0060172223,2.22,18,18," Literature & Fiction, United States",1944696,1," Paperback,  Hardcover,  Audio Cassette",2759,1270
0060175273,4.16,191,191," Mystery, Thriller & Suspense, Thrillers & Suspense",1638308,134," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",11099,5576
0060161787,4.52,31,31," History, Military",375297,23," Paperback,  Hardcover",3326,1609
0060186437,2.44,16,16,"Art & Photography, History & Criticism",681041,5," Paperback,  Hardcover",2626,1256
0060174056,4.32,207,207," Biographies & Memoirs, Professionals & Academics",304966,159," Paperback,  Hardcover,  Audio Cassette",18866,8962
0060176881,4.44,16,16," Medical Books, Psychology",2025264,10," Kindle Edition,  Paperback,  Hardcover",1495,728
0060170409,4.42,26,26," Literature & Fiction, History & Criticism",2156904,19," Kindle Edition,  Paperback,  Hardcover",2305,1180
0060185368,4.06,16,16," Cookbooks, Food & Wine, Regional & International",867633,3, Hardcover,1047,489
0060184752,3.64,11,11," Literature & Fiction, United States",5128709,3," Paperback,  Hardcover",2071,1006
0060183543,4.36,22,22," Humor & Entertainment, Movies",1174676,17," Paperback,  Hardcover,  Audio Cassette",3818,1871
0060176512,4.39,224,224," Literature & Fiction, Action & Adventure",801353,178," Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",9753,4541
0060187271,4.27,214,214," Politics & Social Sciences, Social Sciences",502014,151," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",15390,7469
0060182938,4.2,25,25," Biographies & Memoirs, Ethnic & National",3205665,7," Paperback,  Hardcover",4057,1868
0060177179,4.42,12,12," Politics & Social Sciences, Politics & Government",1578779,8, Hardcover,1207,567
0060185414,4.14,37,37," History, Americas",1197076,17," Kindle Edition,  Paperback,  Hardcover",3927,1913
0060186267,3.0,18,18," Biographies & Memoirs, Historical",2466928,4," Paperback,  Hardcover",5363,2601
0060184051,3.72,53,53," Literature & Fiction, Womens Fiction",4298171,18," Kindle Edition,  Paperback,  Hardcover",7025,3319
0060183330,3.87,115,115," Literature & Fiction, Fiction",621272,83," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",7320,3446
0060186283,4.36,22,22," Cookbooks, Food & Wine, Baking",358951,14, Hardcover,2555,1221
0060176555,3.59,68,68," Literature & Fiction, Fiction",3691123,19," Kindle Edition,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",8183,3871
0060185775,4.22,137,137," Mystery, Thriller & Suspense, Thrillers & Suspense",862136,74," Mass Market Paperback,  Audible Audiobook,  Kindle Edition,  Hardcover",14417,7314
006018826X,4.58,78,78," Biographies & Memoirs,Art & Literature",795496,33," Paperback,  Hardcover",7626,3384
0060177241,4.41,264,264," Literature & Fiction, Fiction",147941,152," School & Library Binding,  Kindle Edition,  Audio Cassette,  Unknown Binding,  Paperback,  Mass Market Paperback,  Hardcover",21403,9867
0060177500,4.61,349,349," Science Fiction & Fantasy, Fantasy",1632912,205," School & Library Binding,  Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",40393,19366
0060179457,4.28,109,109," Literature & Fiction, Contemporary",343559,63," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  MP3 Music,  Hardcover",6738,3287
0060173211,4.56,183,183," Biographies & Memoirs, Leaders & Notable People",155325,128," Paperback,  Hardcover",11455,5298
0060186526,3.72,25,25," Literature & Fiction, United States",1443728,11," Mass Market Paperback,  Kindle Edition,  Hardcover,  Audio Cassette",1597,735
0060185716,4.41,162,162," Literature & Fiction, Humor & Satire",848891,75," Kindle Edition,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",14029,7006
006018535X,4.5,54,54," Cookbooks, Food & Wine, Regional & International",71574,31," Kindle Edition,  Hardcover",4667,2315
0060188170,4.92,25,25," Sports & Outdoors, Miscellaneous",530018,12," Paperback,  Hardcover",2720,1249
006018860X,4.78,631,631," Biographies & Memoirs, Leaders & Notable People",497221,561," Kindle Edition,  Paperback,  Hardcover",32088,15154
0060188057,4.9,10,10," Politics & Social Sciences, Social Sciences",854401,3, Hardcover,972,478
0060187778,3.77,53,53," Literature & Fiction, Fiction",1353968,5," Mass Market Paperback,  Paperback,  Hardcover,  Audio Cassette",8219,3744
0060187239,4.33,383,383," History, Americas",830905,216," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Hardcover",56185,27817
006018650X,2.96,23,23," Literature & Fiction, Contemporary",3714387,12," Mass Market Paperback,  Kindle Edition,  Hardcover",1338,585
0060186518,4.34,221,220," Literature & Fiction, United States",1797598,172," Kindle Edition,  Audio Cassette,  Unknown Binding,  Paperback,  Mass Market Paperback,  Hardcover",16641,8303
0060187026,4.39,18,18," Biographies & Memoirs,Art & Literature",538129,8," Kindle Edition,  Paperback,  Hardcover",4734,2258
006018891X,4.26,68,68," History, Europe",2417000,51," Kindle Edition,  Paperback,  Hardcover",6747,3412
0060171758,4.38,97,97," Lesbian, Gay, Bisexual & Transgender Books, Literature & Fiction",1072556,43," Kindle Edition,  Paperback,  Hardcover",14155,6687
0060185198,3.87,31,31," Biographies & Memoirs, Historical",2727476,24," Kindle Edition,  Paperback,  Hardcover",2449,1199
0060171030,4.71,38,38," Cookbooks, Food & Wine, Regional & International",389508,27," Paperback,  Hardcover",3848,1898
0060186321,3.89,54,54," Business & Money, Marketing & Sales",1471528,29," Kindle Edition,  Paperback,  Hardcover",9933,4939
0060190469,4.12,48,48," Biographies & Memoirs,Art & Literature",382618,21," Kindle Edition,  Paperback,  Hardcover",8078,3976
0060183349,4.54,71,71," Biographies & Memoirs, Historical",798864,52," Mass Market Paperback,  Unknown Binding,  Kindle Edition,  Hardcover",4856,2317
